5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0
5.0 5.64911354913 0.0 0.0 0.0 0.0 0.0 0.0
5.0 6.38249677819 0.0 0.0 0.0 0.0 0.0 0.0
5.0 7.21108980538 0.0 0.0 0.0 0.0 0.0 0.0
5.0 8.14725302471 0.0 0.0 0.0 0.0 0.0 0.0
5.0 9.20495149001 0.0 0.0 0.0 0.0 0.0 0.0
5.0 10.3999632363 0.0 0.0 0.0 0.0 0.0 0.0
5.0 11.7501146457 0.0 0.0 0.0 0.0 0.0 0.0
5.0 13.2755463697 0.0 0.0 0.0 0.0 0.0 0.0
5.0 14.9990137739 0.0 0.0 0.0 0.0 0.0 0.0
5.0 16.9462263867 0.0 0.0 0.0 0.0 0.0 0.0
5.0 19.1462314175 0.0 0.0 0.0 0.0 0.0 0.0
5.0 21.6318470631 0.0 0.0 0.0 0.0 0.0 0.0
5.0 24.4401520674 0.0 0.0 0.0 0.0 0.0 0.0
5.0 27.6130388373 0.0 0.0 0.0 0.0 0.0 0.0
5.0 31.1978383657 0.0 0.0 0.0 0.0 0.0 0.0
5.0 35.248026283 0.0 0.0 0.0 0.0 0.0 0.0
5.0 39.8240205711 0.0 0.0 0.0 0.0 0.0 0.0
5.0 44.9940828377 0.0 0.0 0.0 0.0 0.0 0.0
5.0 50.8353365978 0.0 0.0 0.0 0.0 0.0 0.0
5.0 57.4349177499 0.0 0.0 0.0 0.0 0.0 0.0
5.0 64.8912744107 0.0 0.0 0.0 0.0 0.0 0.0
5.0 73.3156354988 0.0 0.0 0.0 0.0 0.0 0.0
5.0 82.8336699718 0.0 0.0 0.0 0.0 0.0 0.0
5.0 93.5873614723 0.0 0.0 0.0 0.0 0.0 0.0
5.0 105.737126344 0.0 0.0 0.0 0.0 0.0 0.0
5.0 119.464206615 0.0 0.0 0.0 0.0 0.0 0.0
5.0 134.973373645 0.0 0.0 0.0 0.0 0.0 0.0
5.0 152.495982766 0.0 0.0 0.0 0.0 0.0 0.0
5.0 172.293424486 0.0 0.0 0.0 0.0 0.0 0.0
5.0 194.661023738 0.0 0.0 0.0 0.0 0.0 0.0
5.0 219.932445337 0.0 0.0 0.0 0.0 0.0 0.0
5.0 248.484671369 0.0 0.0 0.0 0.0 0.0 0.0
5.0 280.743624757 0.0 0.0 0.0 0.0 0.0 0.0
5.0 317.190522889 0.0 0.0 0.0 0.0 0.0 0.0
5.0 358.369056101 0.0 0.0 0.0 0.0 0.0 0.0
5.0 404.893498082 0.0 0.0 0.0 0.0 0.0 0.0
5.0 457.457869193 0.0 0.0 0.0 0.0 0.0 0.0
5.0 516.846289403 0.0 0.0 0.0 0.0 0.0 0.0
5.0 583.944675257 0.0 0.0 0.0 0.0 0.0 0.0
5.0 659.753955386 0.0 0.0 0.0 0.0 0.0 0.0
5.0 745.405001693 0.0 0.0 0.0 0.0 0.0 0.0
5.0 842.17549893 0.0 0.0 0.0 0.0 0.0 0.0
5.0 951.50900435 0.0 0.0 0.0 0.0 0.0 0.0
5.0 1075.03648172 0.0 0.0 0.0 0.0 0.0 0.0
5.0 1214.60063094 0.0 0.0 0.0 0.0 0.0 0.0
5.0 1372.2833762 0.0 0.0 0.0 0.0 0.0 0.0
5.0 1550.43692275 0.0 0.0 0.0 0.0 0.0 0.0
5.0 1751.71884547 0.0 0.0 0.0 0.0 0.0 0.0
5.0 1979.13173284 0.0 0.0 0.0 0.0 0.0 0.0
5.0 2236.0679775 0.0 0.0 0.0 0.0 0.0 0.0
5.0 2526.36038169 0.0 0.0 0.0 0.0 0.0 0.0
5.0 2854.33933244 0.0 0.0 0.0 0.0 0.0 0.0
5.0 3224.89739934 0.0 0.0 0.0 0.0 0.0 0.0
5.0 3643.56231863 0.0 0.0 0.0 0.0 0.0 0.0
5.0 4116.57945225 0.0 0.0 0.0 0.0 0.0 0.0
5.0 4651.00495195 0.0 0.0 0.0 0.0 0.0 0.0
5.0 5254.81101823 0.0 0.0 0.0 0.0 0.0 0.0
5.0 5937.00482424 0.0 0.0 0.0 0.0 0.0 0.0
5.0 6707.76287876 0.0 0.0 0.0 0.0 0.0 0.0
5.0 7578.58283255 0.0 0.0 0.0 0.0 0.0 0.0
5.0 8562.45499251 0.0 0.0 0.0 0.0 0.0 0.0
5.0 9674.0561024 0.0 0.0 0.0 0.0 0.0 0.0
5.0 10929.9682806 0.0 0.0 0.0 0.0 0.0 0.0
5.0 12348.9263811 0.0 0.0 0.0 0.0 0.0 0.0
5.0 13952.0974673 0.0 0.0 0.0 0.0 0.0 0.0
5.0 15763.3965683 0.0 0.0 0.0 0.0 0.0 0.0
5.0 17809.8434268 0.0 0.0 0.0 0.0 0.0 0.0
5.0 20121.9655621 0.0 0.0 0.0 0.0 0.0 0.0
5.0 22734.2536584 0.0 0.0 0.0 0.0 0.0 0.0
5.0 25685.6760742 0.0 0.0 0.0 0.0 0.0 0.0
5.0 29020.2601458 0.0 0.0 0.0 0.0 0.0 0.0
5.0 32787.7489578 0.0 0.0 0.0 0.0 0.0 0.0
5.0 37044.3433765 0.0 0.0 0.0 0.0 0.0 0.0
5.0 41853.5404174 0.0 0.0 0.0 0.0 0.0 0.0
5.0 47287.0804502 0.0 0.0 0.0 0.0 0.0 0.0
5.0 53426.0173739 0.0 0.0 0.0 0.0 0.0 0.0
5.0 60361.9277246 0.0 0.0 0.0 0.0 0.0 0.0
5.0 68198.2767521 0.0 0.0 0.0 0.0 0.0 0.0
5.0 77051.9618455 0.0 0.0 0.0 0.0 0.0 0.0
5.0 87055.0563296 0.0 0.0 0.0 0.0 0.0 0.0
5.0 98356.7796463 0.0 0.0 0.0 0.0 0.0 0.0
5.0 111125.72331 0.0 0.0 0.0 0.0 0.0 0.0
5.0 125552.365841 0.0 0.0 0.0 0.0 0.0 0.0
5.0 141851.9142 0.0 0.0 0.0 0.0 0.0 0.0
5.0 160267.514095 0.0 0.0 0.0 0.0 0.0 0.0
5.0 181073.877072 0.0 0.0 0.0 0.0 0.0 0.0
5.0 204581.378472 0.0 0.0 0.0 0.0 0.0 0.0
5.0 231140.687405 0.0 0.0 0.0 0.0 0.0 0.0
5.0 261147.997795 0.0 0.0 0.0 0.0 0.0 0.0
5.0 295050.938534 0.0 0.0 0.0 0.0 0.0 0.0
5.0 333355.250911 0.0 0.0 0.0 0.0 0.0 0.0
5.0 376632.332918 0.0 0.0 0.0 0.0 0.0 0.0
5.0 425527.762986 0.0 0.0 0.0 0.0 0.0 0.0
5.0 480770.930283 0.0 0.0 0.0 0.0 0.0 0.0
5.0 543185.915257 0.0 0.0 0.0 0.0 0.0 0.0
5.0 613703.782715 0.0 0.0 0.0 0.0 0.0 0.0
