10 10 0 0 0 0 0 0 
10 10.3041 0 0 0 0 0 0 
10 10.6175 0 0 0 0 0 0 
10 10.9403 0 0 0 0 0 0 
10 11.273 0 0 0 0 0 0 
10 11.6159 0 0 0 0 0 0 
10 11.9691 0 0 0 0 0 0 
10 12.3331 0 0 0 0 0 0 
10 12.7082 0 0 0 0 0 0 
10 13.0946 0 0 0 0 0 0 
10 13.4928 0 0 0 0 0 0 
10 13.9032 0 0 0 0 0 0 
10 14.326 0 0 0 0 0 0 
10 14.7616 0 0 0 0 0 0 
10 15.2105 0 0 0 0 0 0 
10 15.6731 0 0 0 0 0 0 
10 16.1497 0 0 0 0 0 0 
10 16.6408 0 0 0 0 0 0 
10 17.1469 0 0 0 0 0 0 
10 17.6683 0 0 0 0 0 0 
10 18.2056 0 0 0 0 0 0 
10 18.7593 0 0 0 0 0 0 
10 19.3298 0 0 0 0 0 0 
10 19.9176 0 0 0 0 0 0 
10 20.5233 0 0 0 0 0 0 
10 21.1474 0 0 0 0 0 0 
10 21.7905 0 0 0 0 0 0 
10 22.4532 0 0 0 0 0 0 
10 23.136 0 0 0 0 0 0 
10 23.8396 0 0 0 0 0 0 
10 24.5646 0 0 0 0 0 0 
10 25.3116 0 0 0 0 0 0 
10 26.0813 0 0 0 0 0 0 
10 26.8745 0 0 0 0 0 0 
10 27.6917 0 0 0 0 0 0 
10 28.5339 0 0 0 0 0 0 
10 29.4016 0 0 0 0 0 0 
10 30.2957 0 0 0 0 0 0 
10 31.217 0 0 0 0 0 0 
10 32.1663 0 0 0 0 0 0 
10 33.1445 0 0 0 0 0 0 
10 34.1525 0 0 0 0 0 0 
10 35.1911 0 0 0 0 0 0 
10 36.2613 0 0 0 0 0 0 
10 37.364 0 0 0 0 0 0 
10 38.5002 0 0 0 0 0 0 
10 39.6711 0 0 0 0 0 0 
10 40.8775 0 0 0 0 0 0 
10 42.1206 0 0 0 0 0 0 
10 43.4015 0 0 0 0 0 0 
10 44.7214 0 0 0 0 0 0 
10 46.0814 0 0 0 0 0 0 
10 47.4827 0 0 0 0 0 0 
10 48.9267 0 0 0 0 0 0 
10 50.4146 0 0 0 0 0 0 
10 51.9477 0 0 0 0 0 0 
10 53.5275 0 0 0 0 0 0 
10 55.1553 0 0 0 0 0 0 
10 56.8326 0 0 0 0 0 0 
10 58.5609 0 0 0 0 0 0 
10 60.3418 0 0 0 0 0 0 
10 62.1768 0 0 0 0 0 0 
10 64.0676 0 0 0 0 0 0 
10 66.016 0 0 0 0 0 0 
10 68.0235 0 0 0 0 0 0 
10 70.0922 0 0 0 0 0 0 
10 72.2237 0 0 0 0 0 0 
10 74.4201 0 0 0 0 0 0 
10 76.6832 0 0 0 0 0 0 
10 79.0152 0 0 0 0 0 0 
10 81.4181 0 0 0 0 0 0 
10 83.8941 0 0 0 0 0 0 
10 86.4453 0 0 0 0 0 0 
10 89.0742 0 0 0 0 0 0 
10 91.783 0 0 0 0 0 0 
10 94.5742 0 0 0 0 0 0 
10 97.4502 0 0 0 0 0 0 
10 100.414 0 0 0 0 0 0 
10 103.467 0 0 0 0 0 0 
10 106.614 0 0 0 0 0 0 
10 109.856 0 0 0 0 0 0 
10 113.197 0 0 0 0 0 0 
10 116.639 0 0 0 0 0 0 
10 120.186 0 0 0 0 0 0 
10 123.841 0 0 0 0 0 0 
10 127.607 0 0 0 0 0 0 
10 131.488 0 0 0 0 0 0 
10 135.487 0 0 0 0 0 0 
10 139.607 0 0 0 0 0 0 
10 143.852 0 0 0 0 0 0 
10 148.227 0 0 0 0 0 0 
10 152.735 0 0 0 0 0 0 
10 157.379 0 0 0 0 0 0 
10 162.165 0 0 0 0 0 0 
10 167.097 0 0 0 0 0 0 
10 172.178 0 0 0 0 0 0 
10 177.414 0 0 0 0 0 0 
10 182.81 0 0 0 0 0 0 
10 188.369 0 0 0 0 0 0 
10 194.097 0 0 0 0 0 0 
10 200 0 0 0 0 0 0 
10.3041 10 3.36628e-39 3.204e-39 3.36628e-39 3.204e-39 3.36628e-39 3.204e-39 
10.3041 10.3041 0 0 0 0 0 0 
10.3041 10.6175 0 0 0 0 0 0 
10.3041 10.9403 0 0 0 0 0 0 
10.3041 11.273 0 0 0 0 0 0 
10.3041 11.6159 0 0 0 0 0 0 
10.3041 11.9691 0 0 0 0 0 0 
10.3041 12.3331 0 0 0 0 0 0 
10.3041 12.7082 0 0 0 0 0 0 
10.3041 13.0946 0 0 0 0 0 0 
10.3041 13.4928 0 0 0 0 0 0 
10.3041 13.9032 0 0 0 0 0 0 
10.3041 14.326 0 0 0 0 0 0 
10.3041 14.7616 0 0 0 0 0 0 
10.3041 15.2105 0 0 0 0 0 0 
10.3041 15.6731 0 0 0 0 0 0 
10.3041 16.1497 0 0 0 0 0 0 
10.3041 16.6408 0 0 0 0 0 0 
10.3041 17.1469 0 0 0 0 0 0 
10.3041 17.6683 0 0 0 0 0 0 
10.3041 18.2056 0 0 0 0 0 0 
10.3041 18.7593 0 0 0 0 0 0 
10.3041 19.3298 0 0 0 0 0 0 
10.3041 19.9176 0 0 0 0 0 0 
10.3041 20.5233 0 0 0 0 0 0 
10.3041 21.1474 0 0 0 0 0 0 
10.3041 21.7905 0 0 0 0 0 0 
10.3041 22.4532 0 0 0 0 0 0 
10.3041 23.136 0 0 0 0 0 0 
10.3041 23.8396 0 0 0 0 0 0 
10.3041 24.5646 0 0 0 0 0 0 
10.3041 25.3116 0 0 0 0 0 0 
10.3041 26.0813 0 0 0 0 0 0 
10.3041 26.8745 0 0 0 0 0 0 
10.3041 27.6917 0 0 0 0 0 0 
10.3041 28.5339 0 0 0 0 0 0 
10.3041 29.4016 0 0 0 0 0 0 
